Numéro compte;Numéro facture;Date;Niveau de charge;Type d'accès;Numéro accès;Libellé ligne facture;Rubrique facture;Indicateur abo principal/option;Type de charge;Type de trafic;Unité;Quantité (Acte);Nombre de lignes;Quantité (Volume (Mo));Quantité (Durée (hh:mm:ss));Quantité (Volume (Ko));Quantité (Hors conso);Montant (€ HT);Montant TVA;Montant (€ TTC)
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;Facture Détaillée;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;13948,0;0,0;0,0;10,46;2,092;12,552000000000001
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;mobiles France métropolitaine (Bouygues);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;955,0;0,0;0,0;1,44;0,288;1,728
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;mobiles France métropolitaine (Free);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;601,0;0,0;0,0;0,91;0,182;1,092
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;mobiles France métropolitaine (Orange);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;2940,0;0,0;0,0;4,39;0,878;5,268
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;mobiles France métropolitaine (SFR);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;1579,0;0,0;0,0;2,36;0,472;2,832
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,15;-0,03;-0,18
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,17;-0,034;-0,20400000000000001
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-8,16;-1,632;-9,792
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-6,55;-1,31;-7,859999999999999
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546921442;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;Facture Détaillée à 10 chiffres;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;1055,0;0,0;0,0;0,78;0,15600000000000003;0,9359999999999999
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,01;-0,002;-0,012
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,61;-0,122;-0,732
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546930300;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;Facture Détaillée à 10 chiffres;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;6490,0;0,0;0,0;4,86;0,972;5,832
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;mobiles France métropolitaine (Orange);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;247,0;0,0;0,0;0,36;0,072;0,432
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,07;-0,014000000000000002;-0,084
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,01;-0,002;-0,012
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-3,79;-0,758;-4,548
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,26;-0,052000000000000005;-0,312
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546933215;service et appel gratuits;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;Facture Détaillée à 10 chiffres;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;3029,0;0,0;0,0;2,28;0,45599999999999996;2,7359999999999998
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;mobiles France métropolitaine (Orange);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;3822,0;0,0;0,0;5,71;1,1420000000000001;6,851999999999999
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;mobiles France métropolitaine (SFR);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;46,0;0,0;0,0;0,07;0,014000000000000002;0,084
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,03;-0,006;-0,036
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,11;-0,022000000000000002;-0,132
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-1,78;-0,35600000000000004;-2,136
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-4,16;-0,8320000000000001;-4,992
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546934333;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;Facture Détaillée à 10 chiffres;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;5167,0;0,0;0,0;3,89;0,778;4,668
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;mobiles France métropolitaine (Bouygues);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;50,0;0,0;0,0;0,07;0,014000000000000002;0,084
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;mobiles France métropolitaine (Free);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;68,0;0,0;0,0;0,1;0,02;0,12
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;mobiles France métropolitaine (Orange);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;181,0;0,0;0,0;0,27;0,054000000000000006;0,324
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;mobiles France métropolitaine (SFR);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;359,0;0,0;0,0;0,54;0,10800000000000001;0,648
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,06;-0,012;-0,072
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,02;-0,004;-0,024
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-3,03;-0,606;-3,6359999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,71;-0,142;-0,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546935125;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;Facture Détaillée à 10 chiffres;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;1060,0;0,0;0,0;0,8;0,16;0,96
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;mobiles France métropolitaine (Bouygues);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;183,0;0,0;0,0;0,28;0,05600000000000001;0,336
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;mobiles France métropolitaine (SFR);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;93,0;0,0;0,0;0,14;0,028000000000000004;0,168
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,01;-0,002;-0,012
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,01;-0,002;-0,012
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,62;-0,124;-0,744
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,3;-0,06;-0,36
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546949427;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;Facture Détaillée;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;6853,0;0,0;0,0;5,15;1,03;6,180000000000001
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;mobiles France métropolitaine (Free);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;498,0;0,0;0,0;0,75;0,15;0,8999999999999999
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;mobiles France métropolitaine (Orange);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;628,0;0,0;0,0;0,94;0,18799999999999997;1,128
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;mobiles France métropolitaine (SFR);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;1741,0;0,0;0,0;2,62;0,524;3,144
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise communications fixes métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,07;-0,014000000000000002;-0,084
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise communications mobiles métropole 6,6% - compensation augmentation 2023;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-0,08;-0,016;-0,096
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur Contrat Pro 6,84% - compensation augmentation 2022;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,17;-0,634;-3,804
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur Contrat Pro 7,553% - compensation augmentation 2025;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-2,73;-0,546;-3,276
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur Contrat Pro 8,17% - compensation augmentation 2024;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,21;-0,642;-3,852
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur Contrat Pro 8,9% - compensation augmentation 2023;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-3,84;-0,768;-4,608
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur communications fixes métropole 78%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-4,02;-0,8039999999999999;-4,823999999999999
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur communications mobiles métropole 72%;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Hors conso;0,0;1,0;0,0;0,0;0,0;1,0;-3,1;-0,62;-3,7199999999999998
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546962913;remise sur ligne analogique 30%;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;-19,86;-3,972;-23,831999999999997
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546971189;Contrat Professionnel;abonnements et options;Non;Abonnements, forfaits, formules et options;;Hors conso;0,0;1,0;0,0;0,0;0,0;2,0;66,2;13,24;79,44
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546971189;compléments de services;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546971189;fixes France métropolitaine;consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;3901,0;0,0;0,0;2,94;0,588;3,528
803118073;303766591;05/11/2025;Numéro accès réseau;ligne téléphonique;0546971189;mobiles France métropolitaine (Bouygues);consommations (hors forfaits);Non;Consommations;communications voix réseau général;Durée (hh:mm:ss);0,0;1,0;0,0;146,0;0,0;0,0;0,22;0,044000000000000004;0,264
